image_num,folder,file_name,box,blade_position,grid_position,under_review,suggested_id,cocconeis_small,cocconeis_big,navicula,tabularia,cylindrotheca,pseudo_nitzschia,gomphonemopsis,hyalodiscus,coscinodiscus,plagiotropis,nitzschia,rhoicosphenia,pseudogonphonema,thalassiosira,eucampia,chaetoceros,diploneis,entomoneis,pariraphis_like,planothidium,halamphora,achnanthes,amphora,petroneis,bacillaria,ellerbeckia,minidiscus,fragilariopsis,rhizosolenia,fogedia,skeletonema,pleurosigma,gomphoseptatum,licmophora,total
3,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_05(x500),12A_T11,medial,B2,,,12,,1,5,,,,,,,,1,,,,,,,,,,,1,,,,0,,,,,,,,20
3,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_05(x500),12A_T11,medial,C2,,,11,,1,10,1,,,,,2,,,,,,,,,,,,,,,,,0,,,,,,,,25
3,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_05(x500),12A_T11,medial,A3,,,15,,1,17,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,33
3,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_05(x500),12A_T11,medial,B3,,,11,,1,7,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19
3,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_05(x500),12A_T11,medial,C3,,,7,,1,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,16
4,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_06(x500),12A_T11,medial,A1,,,12,1,,1,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,15
4,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_06(x500),12A_T11,medial,B1,,,13,1,1,13,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,29
4,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_06(x500),12A_T11,medial,C1,,,18,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19
4,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_06(x500),12A_T11,medial,A2,,,14,1,,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19
4,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_06(x500),12A_T11,medial,B2,,,13,1,,7,2,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,23
4,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_06(x500),12A_T11,medial,C2,,,13,1,2,,1,,,,,,,3,,,,,,,,,,,,,,,0,,,,,,,,20
4,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_06(x500),12A_T11,medial,A3,,,16,1,2,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,20
4,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_06(x500),12A_T11,medial,B3,,,17,2,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,20
4,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_06(x500),12A_T11,medial,C3,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14
5,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_07(x500),12A_T11,medial,A1,,,19,,1,6,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,27
5,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_07(x500),12A_T11,medial,B1,,,25,,1,19,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,45
5,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_07(x500),12A_T11,medial,C1,,,18,,3,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,22
5,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_07(x500),12A_T11,medial,A2,,,10,,,4,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,15
5,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_07(x500),12A_T11,medial,B2,,,8,1,,2,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,12
5,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_07(x500),12A_T11,medial,C2,,,14,1,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,16
5,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_07(x500),12A_T11,medial,A3,,,18,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19
5,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_07(x500),12A_T11,medial,B3,,,17,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,18
5,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_07(x500),12A_T11,medial,C3,,,14,,1,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,16
6,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_08(x500),12A_T11,medial,A1,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,16
6,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_08(x500),12A_T11,medial,B1,,,14,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15
6,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_08(x500),12A_T11,medial,C1,,,15,,,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,17
6,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_08(x500),12A_T11,medial,A2,,,13,1,,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,17
6,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_08(x500),12A_T11,medial,B2,,,11,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,12
6,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_08(x500),12A_T11,medial,C2,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,16
6,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_08(x500),12A_T11,medial,A3,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14
6,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_08(x500),12A_T11,medial,B3,,,17,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,19
6,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_08(x500),12A_T11,medial,C3,,,7,3,,3,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,13
7,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_09(x500),12A_T11,medial,A1,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,12
7,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_09(x500),12A_T11,medial,B1,,,12,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14
7,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_09(x500),12A_T11,medial,C1,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,16
7,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_09(x500),12A_T11,medial,A2,,,5,1,,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,10
7,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_09(x500),12A_T11,medial,B2,,,12,2,,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,22
7,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_09(x500),12A_T11,medial,C2,,,19,,,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,21
7,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_09(x500),12A_T11,medial,A3,,,8,1,,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,13
7,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_09(x500),12A_T11,medial,B3,,,9,1,,5,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15
7,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_09(x500),12A_T11,medial,C3,1,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,10
8,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_10(x500),12A_T11,medial,A1,,,14,,3,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,18
8,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_10(x500),12A_T11,medial,B1,,,9,1,,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14
8,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_10(x500),12A_T11,medial,C1,,,10,1,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,,,,12
8,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_10(x500),12A_T11,medial,A2,,,8,1,4,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15
8,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_10(x500),12A_T11,medial,B2,,,16,1,1,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,22
8,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_10(x500),12A_T11,medial,C2,,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,7
8,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_10(x500),12A_T11,medial,A3,,,10,2,,4,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,16
8,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_10(x500),12A_T11,medial,B3,,,8,1,,4,1,,,,,1,,,1,,,,,,,,,,,,,,0,,,,,,,,16
8,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_10(x500),12A_T11,medial,C3,1,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15
9,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_11(x500),12A_T11,medial,A1,,,13,1,,5,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19
9,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_11(x500),12A_T11,medial,B1,,,14,1,1,7,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,23
9,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_11(x500),12A_T11,medial,C1,,,15,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,16
9,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_11(x500),12A_T11,medial,A2,,,12,,,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14
9,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_11(x500),12A_T11,medial,B2,,,13,,,6,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19
9,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_11(x500),12A_T11,medial,C2,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14
9,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_11(x500),12A_T11,medial,A3,,,20,,,8,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,28
9,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_11(x500),12A_T11,medial,B3,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,17
9,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_11(x500),12A_T11,medial,C3,,,13,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,14
10,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_13(x500),12A_T11,medial,A1,,,16,,1,12,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,29
10,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_13(x500),12A_T11,medial,B1,,,20,,,2,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,22
10,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_13(x500),12A_T11,medial,C1,,,9,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,11
10,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_13(x500),12A_T11,medial,A2,,,19,,3,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,22
10,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_13(x500),12A_T11,medial,B2,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,19
10,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_13(x500),12A_T11,medial,C2,,,18,1,1,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,21
10,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_13(x500),12A_T11,medial,A3,,,17,1,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,,,,19
10,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_13(x500),12A_T11,medial,B3,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,18
10,eelgrass_images_counted,Box 12A Mar 7-2021-stb T11ENM (500x) HM (July 18 2023)_13(x500),12A_T11,medial,C3,,,17,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,18
