image_num,folder,file_name,box,blade_position,grid_position,under_review,suggested_id,cocconeis_small,cocconeis_big,navicula,tabularia,cylindrotheca,pseudo_nitzschia,gomphonemopsis,hyalodiscus,coscinodiscus,plagiotropis,nitzschia,rhoicosphenia,pseudogonphonema,thalassiosira,eucampia,chaetoceros,diploneis,entomoneis,pariraphis_like,planothidium,halamphora,achnanthes,amphora,petroneis,bacillaria,ellerbeckia,minidiscus,fragilariopsis,rhizosolenia,fogedia,skeletonema,pleurosigma,gomphoseptatum,licmophora,total
8,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_10(x500),9_18D_6,distal,C2,,,13,,1,6,2,,3,,,,,,,,,,,,,,,,,,,,,4,,,,,,,25
8,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_10(x500),9_18D_6,distal,A3,,,10,,3,,,,,,,,1,,,,,,,,,,,,,,,,,14,,,,,,,14
8,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_10(x500),9_18D_6,distal,B3,,,9,1,3,,1,,,,,,,,,,,,,,,,1,,,,,,,17,,,,,,,15
8,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_10(x500),9_18D_6,distal,C3,,,5,,3,9,2,,5,,,,,,,,,,,,,,,,,,,,,8,,,,,,,24
9,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_11(x500),9_18D_6,distal,A1,,,4,,,28,,,,,,,2,4,1,,,,,,,,,1,,,,,,,,,,,,,40
9,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_11(x500),9_18D_6,distal,B1,1,,7,,3,12,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,24
9,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_11(x500),9_18D_6,distal,C1,,,12,,,14,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
9,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_11(x500),9_18D_6,distal,A2,,,5,,,34,,,1,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,43
9,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_11(x500),9_18D_6,distal,B2,,,2,,3,27,3,,,,,,,2,,,,,,,,,,1,,,,,,2,,,,,,,38
9,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_11(x500),9_18D_6,distal,C2,,,5,,2,27,2,,3,,,,,2,,1,,,,,,,,1,,,,,,1,,,,,,,43
9,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_11(x500),9_18D_6,distal,A3,,,4,,,20,1,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,27
9,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_11(x500),9_18D_6,distal,B3,,,4,,,18,4,,,,,,,3,,,,,,,,,,2,,,,,,1,,,,,,,31
9,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_11(x500),9_18D_6,distal,C3,,,4,,1,20,1,,,,,,,4,,,,,,,,,,1,,,,,,2,,,,,,,31
10,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_12(x500),9_18D_6,distal,A1,,,,,1,43,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,47
10,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_12(x500),9_18D_6,distal,B1,,,1,,,6,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,11
10,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_12(x500),9_18D_6,distal,C1,,,1,,,12,1,,3,,,,,2,,,,,,,,,,,,,,,,,,,,,,,19
10,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_12(x500),9_18D_6,distal,A2,,,1,1,,12,1,,4,,,,,4,,,,,,,,,,,,,,,,,,,,,,,23
10,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_12(x500),9_18D_6,distal,B2,,,2,1,2,28,2,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,38
10,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_12(x500),9_18D_6,distal,C2,,,1,,,13,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,17
10,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_12(x500),9_18D_6,distal,A3,,,2,,1,10,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,16
10,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_12(x500),9_18D_6,distal,B3,,,10,,1,23,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,39
10,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_12(x500),9_18D_6,distal,C3,,,4,,,12,2,,6,,,,,1,4,,,,,,,,,,,,,,,1,,,,,,,29
11,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_13(x500),9_18D_6,distal,A1,,,5,,3,18,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,28
11,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_13(x500),9_18D_6,distal,B1,,,9,,4,12,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,26
11,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_13(x500),9_18D_6,distal,C1,,,8,,2,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,11
11,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_13(x500),9_18D_6,distal,A2,,,1,,,23,1,,2,,,,,,1,,,,,,,,,,,,,,,5,,,,,,,28
11,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_13(x500),9_18D_6,distal,B2,,,11,,1,5,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,21
11,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_13(x500),9_18D_6,distal,C2,,,17,1,,9,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,28
11,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_13(x500),9_18D_6,distal,A3,,,5,,,12,1,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,20
11,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_13(x500),9_18D_6,distal,B3,,,9,,1,11,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,22
11,eelgrass_images_counted,Box 9 Mar 7-2021-stb18D leaf 6 En (500x) HM (July 18-2023)_13(x500),9_18D_6,distal,C3,,,14,,,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
